reader,title,author,work_id,edition_id
shannon,"Think This, Not That: 12 Mindshifts to Breakthrough Limiting Beliefs and Become Who You Were Born to Be",Josh Axe,OL38028414W,OL51610735M
shannon,"The Compound (The Compound Duology, #1)",Gwenna McAllis,OL36200997W,
shannon,"The Rule Book (The Cheat Sheet, #2)",Sarah       Adams,OL37585508W,OL51097979M
shannon,Change the Story of Your Health: Using Shamanic and Jungian Techniques for Healing,Carl Greer,OL20052738W,OL27232758M
shannon,"Young Rich Widows (The Widows, #1)",Kimberly Belle,OL35387052W,OL50657594M
shannon,I Did Something Bad,Pyae Moe Thet War,OL37730198W,OL50896361M
shannon,Whenever You're Ready,Rachel Runya Katz,OL37715354W,OL50869829M
shannon,You Had Me at Happy Hour,Timothy Janovsky,OL37830405W,OL52199628M
shannon,"The Darkest Corner of the Heart (The Brightest Light, #2)",Lisina Coney,OL45587588W,
shannon,Saving Raine,Marian L. Thomas,OL38032320W,
shannon,"Blindsided (Sean Colbeth Investigates, #1)",Christopher H. Jansmann,OL26811920W,OL36354061M
shannon,The Orchid: The Secret Code of Modern Goddesses,Rocio  Aquino,,
shannon,The Secret Keeper of Main Street,Trisha R. Thomas,OL37582709W,OL50726090M
shannon,I've Tried Being Nice: Essays,Ann Leary,OL37866419W,OL51112029M
shannon,"The Last Hope (Maggie Hope, #11)",Susan Elia MacNeal,OL37565021W,OL50620696M
shannon,"Stars and Smoke (Stars and Smoke, #1)",Marie Lu,OL34027183W,OL47199730M
shannon,With Your Friends,William  Grant,OL27560643W,
shannon,The Paris Gown,Christine   Wells,OL37625441W,
shannon,The Summer Pact,Emily Giffin,OL38409853W,OL52262138M
shannon,"Between Never and Forever (The Hardy Billionaire Brothers, #3)",Shain Rose,OL37828447W,
shannon,You Know What You Did,K.T. Nguyen,OL37617928W,OL50714063M
shannon,Playing Blackjack with God,Laurie Gregg,,
shannon,The Wild Side,Fern Michaels,OL37521840W,OL50546543M
shannon,"What Lies in Darkness (Jess Lambert, #2)",Christina  McDonald,OL37627131W,OL50729819M
shannon,The Dominant,Sienna Snow,OL38037335W,
shannon,The Other Side of Disappearing,Kate Clayborn,OL37582259W,OL50646938M
shannon,"Pucking Wild (Jacksonville Rays Hockey, #2)",Emily Rath,OL36042855W,OL50722525M
shannon,Bright Objects,Ruby Todd,OL37613301W,OL60403043M
shannon,"Never Come Back (Nora McTavish, #2)",Joe Hart,OL34952844W,
shannon,When She Was Me,Marlee Bush,OL37568494W,OL50625437M
shannon,The Charmed Friends of Trove Isle,Annie Rains,OL37568982W,OL50626087M
shannon,The Medicine Woman of Galveston,Amanda Skenandore,OL37579528W,OL50642139M
shannon,"Like Mother, Like Daughter",Kimberly McCreight,OL37579833W,OL52185045M
shannon,I Thought I Knew: A Women's Fiction Novel,Melissa Trombetta,,
shannon,The Bitter Truth,Shanora Williams,OL37864968W,OL51109086M
shannon,"One Cursed Rose (Grimm Bargains, #1)",Rebecca Zanetti,OL37765420W,OL51045430M
shannon,That Night in the Library,Eva Jurczyk,OL37622827W,OL50729898M
shannon,"The Gilded Crown (The Raven's Trade, #1)",Marianne  Gordon,OL27415465W,OL50726585M
shannon,The Dollmakers (Fallen Peaks),Lynn Buchanan,OL37570325W,OL50719076M
shannon,The Third Wife of Faraday House,B.R.  Myers,OL37574390W,OL50722839M
shannon,"Rediscover Your Wisdom: Drawing on Answers from Your Past to Achieve Self-improvement, Growth, and Success",Rabbi Joel Stein,,
shannon,Be the Magic,Diane Pienta,OL34520853W,OL46830351M
shannon,The Villain Edit,Laurie Devore,OL37579768W,OL50730229M
shannon,What It Takes to Heal: How Transforming Ourselves Can Change the World,Prentis Hemphill,OL37573509W,OL50714346M
shannon,Crooked Seeds,Karen Jennings,OL37832760W,OL51051160M
shannon,Daughter of Calamity,Rosalie M. Lin,OL37585565W,OL50733693M
shannon,"Camino Ghosts (Camino Island, #3)",John Grisham,OL37836170W,OL51167622M
shannon,The Darkest Water,Mark  Edwards,,
shannon,A Heart Like Home,Christine Nolfi,OL37622935W,
shannon,Watch List,Edward Y. Tanner,,
shannon,Ash Dark as Night,Gary  Phillips,OL37579114W,OL50641487M
shannon,The Sunken City (The Sunken City #1),Emma V.R. Noyes,,
shannon,"Five Broken Blades (The Broken Blades, #1)",Mai Corland,OL37625583W,OL50726925M
shannon,"Good Night, Irene",Luis Alberto Urrea,OL31107135W,OL42735337M
shannon,Grown Woman Talk: Your Guide to Getting and Staying Healthy,Sharon Malone,OL37855098W,OL51092765M
shannon,"The Power of the Esther Effect: Keys to Success in Marriage, Family, Career, Business and the Community for Every Her Where Heart Matters",Karen  Hypolite,,
shannon,The Heart in Winter,Kevin Barry,OL37583854W,OL51343531M
shannon,The Most Fun We Ever Had,Claire Lombardo,OL20062241W,
shannon,The Days I Loved You Most,Amy  Neff,OL37622980W,
shannon,The Honey Witch,Sydney J. Shields,OL37575540W,OL51092926M
shannon,"Tell Me Everything (Amgash, #5)",Elizabeth Strout,OL37836858W,OL51113238M
shannon,The Night We Lost Him,Laura Dave,OL38654475W,OL52615662M
shannon,"The Last Thing He Told Me (Hannah Hall, #1)",Laura Dave,OL24161797W,OL46644796M
shannon,The Puzzle Box,Danielle Trussoni,OL37874313W,OL51123881M
shannon,The Paris Widow,Kimberly Belle,OL37825579W,OL51095769M
shannon,"Why Everything That Doesn't Matter, Matters So Much: The Way of Love in a World of Hurt",Charlie Peacock,OL45696659W,OL62215798M
shannon,Rouge,Mona Awad,OL34335406W,
shannon,Bright Young Women,Jessica Knoll,OL29052214W,
shannon,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,OL5794151W,OL24040791M
shannon,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa  TerKeurst,OL17371537W,OL25950528M
shannon,The Things We Leave Unfinished,Rebecca Yarros,OL20901884W,OL28311531M
shannon,If You Would Have Told Me,John Stamos,OL34425783W,OL46697533M
shannon,Romantic Comedy,Curtis Sittenfeld,OL30259343W,OL50723976M
shannon,The Senator's Wife,Liv Constantine,OL29193034W,OL51042944M
shannon,"The Last Mrs. Parrish (Mrs. Parrish, #1)",Liv Constantine,OL19716691W,OL26934423M
shannon,Appetite for Innocence,Lucinda Berry,OL28593344W,
shannon,The Soulmate,Sally Hepworth,OL27893359W,
shannon,Hello Stranger,Katherine Center,OL28866624W,OL39680750M
shannon,Saving Noah,Lucinda Berry,OL25299604W,
shannon,All the Breaking Waves,Kerry Lonsdale,OL20879697W,OL28276773M
shannon,The Orphan Collector,Ellen Marie Wiseman,OL21230475W,OL28743478M
shannon,"The Long Game (Green Oak, #1)",Elena  Armas,OL35754911W,OL48244144M
shannon,I Have Some Questions for You,Rebecca Makkai,OL35775349W,OL51112284M
shannon,Whalefall,Daniel Kraus,OL31102787W,
shannon,"When in Rome (When in Rome, #1)",Sarah       Adams,OL27412480W,
shannon,The Secret Recipe of Ella Dove (Dove Pond #3),Karen Hawkins,OL31088422W,OL42712894M
shannon,A Cup of Silver Linings (Dove Pond #2),Karen Hawkins,OL21880963W,OL33874017M
shannon,"Love, Holly",Emily      Stone,OL34481139W,OL46771376M
shannon,Dreamland,Nicholas Sparks,OL27055137W,OL40123140M
shannon,Drowning,T.J. Newman,OL45898193W,
shannon,"The Maid (Molly the Maid, #1)",Nita Prose,OL24554831W,
shannon,Someone Else's Shoes,Jojo Moyes,OL28627483W,OL48237083M
shannon,Paris: A Memoir for Young Women in the Age of Influencers,Paris Hilton,OL28850029W,OL39658520M
shannon,"Love, Theoretically",Ali Hazelwood,OL28803485W,
shannon,The Frozen River,Ariel Lawhon,OL35750093W,OL50489315M
shannon,Never Lie,Freida McFadden,OL34224558W,
shannon,"Waiting for Tom Hanks (Waiting for Tom Hanks, #1)",Kerry Winfrey,OL20783236W,
shannon,When Breath Becomes Air,Paul Kalanithi,OL17356252W,OL26433732M
shannon,A Season for Second Chances,Jenny Bayliss,OL24524211W,
shannon,"The Housemaid is Watching (The Housemaid, #3)",Freida McFadden,OL37576476W,OL50637231M
shannon,First Lie Wins,Ashley Elston,OL37505495W,
shannon,Shark Heart,Emily Habeck,OL31088287W,OL42693298M
shannon,The Collected Regrets of Clover,Mikki Brammer,OL28912505W,OL39761747M
shannon,The Scent Keeper,Erica Bauermeister,OL20663606W,OL29800939M
shannon,The Last Letter,Rebecca Yarros,OL20853227W,OL28234302M
shannon,"Lovelight Farms (Lovelight, #1)",B.K. Borison,OL29236375W,
shannon,What Lies in the Woods,Kate Alice Marshall,OL27893305W,OL47391524M
shannon,"Bright Lights, Big Christmas",Mary Kay Andrews,OL34097217W,OL46179038M
shannon,The Road to Christmas,Sheila Roberts,OL30542558W,
shannon,Not a Happy Family,Shari Lapena,OL24360692W,OL32258530M
shannon,Watching You,Lisa Jewell,OL20822606W,OL29788397M
shannon,"The Christmas Bookshop (The Christmas Bookshop, #1)",Jenny Colgan,OL26413659W,OL36017949M
shannon,Daughter of Mine,Megan Miranda,OL37574011W,
shannon,Good Bad Girl,Alice Feeney,OL34027954W,OL46741057M
shannon,All the Sinners Bleed,S.A. Cosby,,
shannon,The Invisible Hour,Alice Hoffman,OL31155250W,OL42791787M
shannon,In the Likely Event,Rebecca Yarros,OL34098405W,
shannon,Family Meal,Bryan Washington,OL34495879W,OL46792034M
shannon,The Maid's Diary,Loreth Anne White,OL28447522W,
shannon,Don't Let Her Stay,Nicola Sanders,OL37805730W,
shannon,The Coworker,Freida McFadden,OL35781509W,OL48281568M
shannon,4 Riverside Close,Diana Wilkinson,OL25806739W,OL34793480M
shannon,Top Five Regrets of the Dying: A Life Transformed by the Dearly Departing,Bronnie Ware,,
shannon,"Iron Flame (The Empyrean, #2)",Rebecca Yarros,OL34028551W,OL61227378M
shannon,Elon Musk,Walter Isaacson,OL35720357W,OL48244766M
shannon,"All of Us Villains (All of Us Villains, #1)",Amanda Foody,OL24260886W,OL33869404M
shannon,Same Time Next Summer,Annabel Monaghan,OL29221668W,
shannon,The Leftover Woman,Jean Kwok,OL34386774W,OL46655695M
shannon,Demon Copperhead,Barbara Kingsolver,OL27052926W,
shannon,The Seven Year Slip,Ashley Poston,OL29332742W,
shannon,Want to Know a Secret?,Freida McFadden,OL30913975W,
shannon,Happy Place,Emily Henry,OL28607665W,OL39225506M
shannon,A Twisted Love Story,Samantha  Downing,OL29328188W,
shannon,The Perfect Son,Freida McFadden,OL22013604W,
shannon,Meet Me at the Lake,Carley Fortune,OL36867043W,OL49798363M
shannon,"The Upside of Stress: Why Stress Is Good for You, and How to Get Good at It",Kelly McGonigal,OL19873535W,OL27182758M
shannon,My Killer Vacation,Tessa Bailey,OL27739613W,
shannon,The Kite Runner,Khaled Hosseini,OL5781992W,OL48374489M
shannon,Come Closer,Sara Gran,OL5850729W,OL46356922M
shannon,Just Another Missing Person,Gillian McAllister,OL27820061W,OL40173737M
shannon,None of This Is True,Lisa Jewell,OL29223248W,OL40196321M
shannon,"The Way I Used to Be (The Way I Used to Be, #1)",Amber   Smith,OL17356805W,
shannon,All the Living and the Dead,Hayley Campbell,OL25957822W,OL46126971M
shannon,One True Loves,Taylor Jenkins Reid,OL17356524W,
shannon,How Not to Drown in a Glass of Water,Angie Cruz,OL27172732W,OL44003491M
shannon,If He Had Been with Me,Laura Nowlin,OL19667762W,
shannon,"A Thousand Boy Kisses (A Thousand Boy Kisses, #1)",Tillie Cole,OL20824826W,
shannon,"When She Was Good (Cyrus Haven, #2)",Michael Robotham,OL20978086W,OL28415529M
shannon,The Golden Spoon,Jessa Maxwell,OL28411329W,OL38956168M
shannon,"Good Girl, Bad Girl (Cyrus Haven, #1)",Michael Robotham,OL20646279W,
shannon,Nora Goes Off Script,Annabel Monaghan,OL26596054W,OL36011507M
shannon,The Spare Room,Andrea Bartz,OL29183124W,
shannon,Other Birds,Sarah Addison Allen,OL27172767W,OL45237339M
shannon,Pretty Girls,Karin Slaughter,OL17358375W,
shannon,Thirty Nothing,Lisa Jewell,OL34578405W,
shannon,What the Neighbors Saw,Melissa Adelman,OL28899647W,OL39731068M
shannon,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,OL24706481W,OL34158133M
shannon,Love and Other Words,Christina Lauren,OL19738192W,OL26951271M
shannon,After I Do,Taylor Jenkins Reid,OL19979127W,
shannon,Zero Days,Ruth Ware,OL31088412W,OL42693466M
shannon,The Prisoner,B.A. Paris,OL27043827W,OL39744775M
shannon,The Change,Kirsten Miller,OL25814771W,OL39473461M
shannon,Angel Falls,Kristin Hannah,OL488432W,
shannon,"The Bluff (Calamity Montana, #2)",Willa Nash,,
shannon,"The Bribe (Calamity Montana, #1)",Devney Perry,OL22600772W,OL60875502M
shannon,The Kind Worth Killing (Henry Kimball/Lily Kintner #1),Peter  Swanson,OL20248003W,
shannon,"The Perfect Marriage (Perfect, #1)",Jeneva Rose,OL24315820W,OL34793229M
shannon,The Missing Girl,Kerry McGinnis,OL26338682W,OL35560073M
shannon,Midnight at the Blackbird Café,Heather Webber,OL20832081W,
shannon,The Maid (Molly the Maid #1),Nita Prose,OL24554831W,OL39820034M
shannon,Leaving Time,Jodi Picoult,OL20218879W,
shannon,"Icebreaker (Maple Hills, #1)",Hannah  Grace,OL28952677W,
shannon,Black Ties & White Lies (Black Tie Billionaires #1),Kat Singleton,OL34265902W,
shannon,Bad Mormon: A Memoir,Heather Gay,,
shannon,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,OL29226517W,OL39767438M
shannon,Carrie Soto Is Back,Taylor Jenkins Reid,OL27305925W,OL40115688M
shannon,The Prisoner,B.A. Paris,OL27043827W,OL36665692M
shannon,Chasing the Boogeyman (The Boogeyman #1),Richard  Chizmar,OL25013712W,OL34177595M
shannon,The Silent Bride,Shalini Boland,OL31157044W,
shannon,"This Man (This Man, #1)",Jodi Ellen Malpas,OL20670446W,
shannon,Push,Nyla K.,OL21696992W,
shannon,I'm Glad My Mom Died,Jennette McCurdy,OL26663382W,OL49371117M
shannon,If This Is Love,Jewel E. Ann,OL34374471W,
shannon,Two by Two,Nicholas Sparks,OL18189723W,
shannon,The Senator's Wife,Liv Constantine,OL29193034W,OL40153443M
shannon,The Love of My Life,Rosie Walsh,OL25480578W,OL34174515M
shannon,"Beartown (Beartown, #1)",Fredrik Backman,OL20654696W,
shannon,This Bird Has Flown,Susanna  Hoffs,OL28763088W,OL39475621M
shannon,Lessons in Chemistry,Bonnie Garmus,OL25344431W,
shannon,Things I Wish I Told My Mother,Susan  Patterson,OL28626064W,OL39475622M
shannon,These Silent Woods,Kimi Cunningham Grant,OL25488646W,OL34188399M
shannon,The Last Heir to Blackwood Library,Hester Fox,OL42504983W,OL57685833M
shannon,The Senator's Wife,Liv Constantine,OL29193034W,
shannon,"The Shadow Girls (Natalie Lockhart, #4)",Alice Blanchard,OL27172593W,OL36883814M
shannon,Remarkably Bright Creatures,Shelby Van Pelt,OL25382083W,OL36006940M
shannon,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,OL24706481W,OL38122617M
shannon,The Wheel of Healing with Ayurveda: An Easy Guide to a Healthy Lifestyle,Michelle S. Fondin,OL45610298W,OL62111404M
shannon,And There He Kept Her (Ben Packard #1),Joshua Moehling,OL25333050W,
shannon,The House in the Pines,Ana  Reyes,OL27774874W,OL46674025M
shannon,Daisy Darker,Alice Feeney,OL26519506W,OL36883674M
shannon,Carrie Soto Is Back,Taylor Jenkins Reid,OL27305925W,OL47434902M
shannon,Pretty Happy: Healthy Ways to Love Your Body – Kate Hudson's Authentic Wellness Guide: The Four Pillars for Vibrant Living,Kate  Hudson,OL20854597W,OL35943405M
shannon,Just the Nicest Couple,Mary Kubica,OL31181706W,
shannon,Forever Never,Lucy Score,OL28399125W,
shannon,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,OL17823218W,OL29858946M
shannon,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,OL34113490W,
shannon,The Night of Many Endings,Melissa Payne,OL25796352W,
shannon,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,OL20646061W,OL51468042M
shannon,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,OL5794151W,OL27666717M
shannon,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,OL15361257W,OL24347709M
shannon,The Guest List,Lucy Foley,OL20742637W,
shannon,"The Housemaid (The Housemaid, #1)",Freida McFadden,OL27729743W,
shannon,"Surrendering to Hunt (Wyoming Wilde, #2)",Jennifer Ryan,OL26443116W,OL36541030M
shannon,The Storyteller: Tales of Life and Music,Dave Grohl,OL25713537W,OL34558125M
shannon,The Paper Palace,Miranda Cowley Heller,OL24630972W,
shannon,The Second Husband,Kate White,OL26595687W,OL36010885M
shannon,Thank You for Listening,Julia  Whelan,OL26510613W,OL36098031M
shannon,Inside Out & Back Again,Thanhhà Lại,OL15987908W,OL24579492M
shannon,Come Closer,Sara Gran,OL5850729W,OL3430598M
shannon,Rest and Be Thankful,Emma Glass,OL20744171W,OL28057840M
shannon,Chase Wilde Comes Home (Wyoming Wilde #1),Jennifer Ryan,OL25988731W,OL35857708M
shannon,This Time Next Year,Sophie Cousens,OL21679570W,
shannon,The Taster,V.S. Alexander,OL19732054W,OL26945150M
shannon,The Second Chance Store,Lauren Bravo,OL31142724W,OL42830906M
shannon,"Her Name Is Knight (Nena Knight, #1)",Yasmin Angoe,OL25451750W,
shannon,"The Book Woman's Daughter (The Book Woman of Troublesome Creek, #2)",Kim Michele Richardson,OL25348396W,OL33964129M
shannon,"Pucked (Pucked, #1)",Helena Hunting,OL20978235W,
shannon,Pandora's Jar: Women in the Greek Myths,Natalie Haynes,,
shannon,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,OL26004554W,
shannon,All the Dangerous Things,Stacy Willingham,OL27821354W,OL38152621M
shannon,Spare,Prince Harry,OL44574012W,OL60878974M
shannon,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,,
shannon,Stories I Only Tell My Friends,Rob Lowe,OL15719780W,OL24639716M
shannon,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,OL17860744W,OL29858944M
shannon,"The Wrong Bride (The Windsors, #1)",Catharina Maura,OL45858251W,
shannon,Nora Goes Off Script,Annabel Monaghan,OL26596054W,OL43151814M
shannon,One of Us Is Dead,Jeneva Rose,OL25591992W,
shannon,Love and Other Words,Christina Lauren,OL25197303W,
shannon,"Exiles (Aaron Falk, #3)",Jane Harper,OL27893279W,OL38122627M
shannon,What Lies in the Woods,Kate Alice Marshall,OL27893305W,OL38122663M
shannon,Blood Sugar,Sascha Rothchild,OL25337996W,
shannon,"There Are No Saints (Sinners, #1)",Sophie Lark,OL29167139W,
shannon,"A Rose for Her Grave and Other True Cases (Crime Files, #1)",Ann Rule,OL892116W,OL1525199M
shannon,Becoming a King: The Path to Restoring the Heart of a Man,Morgan Snyder,OL20898518W,OL28909163M
shannon,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,OL17352669W,
shannon,Beyond the Mapped Stars,Rosalyn Eves,OL25291657W,OL33870241M
shannon,Twenty Years Later,Charlie Donlea,OL26597500W,
shannon,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,OL20168133W,OL34903628M
shannon,"Harvest Moon (Riverbend, #3)",Denise Hunter,OL26908833W,OL36482877M
shannon,"Mulberry Hollow (Riverbend, #2)",Denise Hunter,OL25920556W,OL34985403M
shannon,"Riverbend Gap (Riverbend, #1)",Denise Hunter,OL25489864W,OL34190620M
shannon,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,OL5819962W,OL17029559M
shannon,Our Missing Hearts,Celeste Ng,OL27409883W,OL37579542M
shannon,Everything Happens for a Reason: And Other Lies I've Loved,Kate Bowler,OL17838505W,OL26425336M
shannon,"The Final Hunt (The Final Hunt, #1)",Audrey J. Cole,OL34600403W,
shannon,The Last to Let Go,Amber   Smith,OL19731636W,OL26944732M
shannon,Drowning Erin,Elizabeth O'Roark,OL26414212W,
shannon,Waking Olivia (The Langstrom Brothers #1),Elizabeth O'Roark,OL27043363W,
shannon,I Have Some Questions for You,Rebecca Makkai,OL28130255W,OL38527376M
shannon,Looking for Jane,Heather     Marshall,OL25803488W,OL38914131M
shannon,Mean Baby: A Memoir of Growing Up,Selma Blair,OL26695169W,OL36143783M
shannon,"Madly, Deeply: The Diaries of Alan Rickman",Alan Rickman,OL27172665W,OL36883933M
shannon,All the Living and the Dead,Hayley Campbell,OL25957822W,OL35034839M
shannon,Why Has Nobody Told Me This Before?,Julie      Smith,OL25799307W,OL36098165M
shannon,"Twisted Hate (Twisted, #3)",Ana Huang,OL27245843W,OL38429115M
shannon,"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,OL25988707W,OL35079010M
shannon,"Delilah Green Doesn't Care (Bright Falls, #1)",Ashley Herring Blake,OL25917284W,OL34980516M
shannon,Love on the Brain,Ali Hazelwood,OL26350090W,OL36640817M
shannon,More Than You'll Ever Know,Katie  Gutierrez,OL26354605W,OL36097978M
shannon,The It Girl,Ruth Ware,OL26433082W,OL35711314M
shannon,The Hotel Nantucket,Elin Hilderbrand,OL26602210W,OL36023272M
shannon,How Not to Drown in a Glass of Water,Angie Cruz,OL27172732W,OL36884046M
shannon,Nightcrawling,Leila Mottley,OL25516127W,OL34225352M
shannon,Notes on an Execution,Danya Kukafka,OL25338021W,OL34142020M
shannon,The One Hundred Years of Lenni and Margot,Marianne Cronin,OL21694806W,OL32178481M
shannon,A Twisted Love Story,Samantha  Downing,OL29328188W,OL42735766M
shannon,Second First Impressions,Sally  Thorne,OL21875593W,OL29834464M
shannon,"Friends, Lovers, and the Big Terrible Thing",Matthew  Perry,OL26911224W,OL36486403M
shannon,Now Is Not the Time to Panic,Kevin    Wilson,OL27847844W,OL38403955M
shannon,Wonderland,Jennifer Hillier,OL20244644W,
shannon,Still Alice,Lisa Genova,OL9475257W,OL10711359M
shannon,The Paris Apartment,Lucy Foley,OL24783640W,OL35078983M
shannon,Daisy Jones & The Six,Taylor Jenkins Reid,OL19922194W,OL27106799M
shannon,Other Birds,Sarah Addison Allen,OL27172767W,OL36884098M
shannon,"Promises and Pomegranates (Monsters & Muses, #1)",Sav R. Miller,OL24987665W,
shannon,"A ​Court of Silver Flames (A Court of Thorns and Roses, #5)",Sarah J. Maas,OL21703979W,OL29889699M
shannon,Tell Me Lies,Carola Lovering,OL19742760W,
shannon,"How Are You, Really?: Living Your Truth One Answer at a Time – The NYT Bestselling Guide for Women Finding Balance and Joy",Jenna Kutcher,,
shannon,The Forest of Vanishing Stars,Kristin Harmel,OL24137471W,OL31836459M
shannon,"Good Morning, Monster: A Therapist Shares Five Heroic Stories of Emotional Recovery",Catherine Gildiner,OL20816923W,OL28181648M
shannon,Mad Honey,Jodi Picoult,OL27042824W,OL42665100M
shannon,We Are the Light,Matthew Quick,OL27846739W,OL38058508M
shannon,Unfollowers: Unlikely Lessons on Faith from Those Who Doubted Jesus,Derek Cooper,OL23313949W,OL31162146M
shannon,Unfollowers (Juniper Prize for Fiction),Leigh Ann Ruggiero,OL26864404W,OL36425416M
shannon,Wrong Place Wrong Time,Gillian McAllister,OL25340338W,OL36931236M
shannon,The Complete Anti-Inflammatory Diet for Beginners: A No-Stress Meal Plan with Easy Recipes to Heal the Immune System,Dorothy Calimeris,OL19720780W,OL26933905M
shannon,"In the Weeds (Lovelight, #2)",B.K. Borison,OL27877717W,
shannon,The Butcher,Jennifer Hillier,OL21520393W,
shannon,The Widow,Kaira Rouda,,
shannon,The Killing Song (Dr. Jo McCready #2),Lesley Mcevoy,OL45773985W,OL62305003M
shannon,The Quarry Girls,Jess Lourey,OL27272906W,
shannon,The House Across the Lake,Riley Sager,OL25809537W,OL39360894M
shannon,True Heart Intuitive Tarot,Rachel True,OL25454296W,OL34133096M
shannon,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,OL15674042W,OL27042961M
shannon,Shiver,Allie Reynolds,OL21681065W,OL29493465M
shannon,The Stranger in the Mirror,Liv Constantine,OL24508006W,OL35985492M
shannon,"Let Me Love You (All of Me, #2)",Siobhan     Davis,OL28725244W,
shannon,No Cure for Being Human: (And Other Truths I Need to Hear),Kate Bowler,OL25321532W,OL35994316M
shannon,The Idea of You,Robinne Lee,OL20059530W,OL27239536M
shannon,Say I'm the One (All of Me Duet #1),Siobhan     Davis,OL36846274W,
shannon,The Night Shift,Alex Finlay,OL25331141W,OL34161950M
shannon,"Archer's Voice (Where Love Meets Destiny, #1)",Mia Sheridan,OL20669844W,
shannon,"Buy Yourself the F*cking Lilies: And Other Rituals to Fix Your Life, from Someone Who's Been There",Tara Schuster,OL20860895W,OL28245936M
shannon,The Book of Essie,Meghan MacLean Weir,OL19671131W,
shannon,Hidden Pictures,Jason Rekulak,OL25337698W,OL36021878M
shannon,The Lost Girls of Willowbrook,Ellen Marie Wiseman,OL26987639W,OL36584189M
shannon,This Might Hurt,Stephanie Wrobel,OL24772416W,
shannon,"This Vicious Grace (The Last Finestra, #1)",Emily Thiede,OL25294121W,OL33874157M
shannon,We Are the Ants,Shaun David Hutchinson,OL17934983W,OL26518635M
shannon,Poster Girl,Veronica Roth,OL27246014W,OL36978372M
shannon,Birds of California,Katie Cotugno,OL26627152W,OL36054496M
shannon,Just Another Love Song,Kerry Winfrey,OL26849907W,
shannon,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,OL18203673W,OL26680836M
shannon,"More Than A Body: Your Body Is an Instrument, Not an Ornament – A Research-Backed Health and Wellness Guide for Empowerment and Confidence",Lexie Kite,OL21887148W,OL29848779M
shannon,Quit Like a Woman: The Radical Choice to Not Drink in a Culture Obsessed with Alcohol,Holly Whitaker,OL20641876W,OL27906448M
shannon,People We Meet on Vacation,Emily Henry,OL22563730W,OL30615779M
shannon,The Measure,Nikki Erlick,OL25342555W,OL36054467M
shannon,The Book of Cold Cases,Simone St. James,OL25485716W,
shannon,The Bodyguard,Katherine Center,OL25958058W,OL35035196M
shannon,The Younger Wife,Sally Hepworth,OL24587995W,OL34172129M
shannon,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",Marianne Williamson,OL15163746W,OL556336M
shannon,Does It Hurt?,H.D. Carlton,OL28114312W,
shannon,Release (Release #1),Aly Martinez,OL20909121W,
shannon,"The Fourth Monkey (4MK Thriller, #1)",J.D. Barker,OL21154038W,OL29744504M
shannon,The Book of Lost Names,Kristin Harmel,OL20804258W,OL28163330M
shannon,"The Finish Line (The Ravenhood, #3)",Kate  Stewart,OL28802467W,
shannon,You Are What You Eat: The Plan That Will Change Your Life,Gillian McKeith,OL5844127W,OL7591165M
shannon,Where the Forest Meets the Stars,Glendy Vanderah,OL19096400W,OL48760015M
shannon,"Exodus (The Ravenhood Duet, #2)",Kate  Stewart,OL25579040W,
shannon,"Flock (The Ravenhood, #1)",Kate  Stewart,OL28804781W,
shannon,The Murder Mile,Lesley Mcevoy,OL25815290W,
shannon,We Should All Be Feminists,Chimamanda Ngozi Adichie,OL17319838W,
shannon,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,,
shannon,All Rhodes Lead Here,Mariana Zapata,OL24321551W,
shannon,Unmasked: My Life Solving America's Cold Cases,Paul Holes,OL27737396W,OL37866124M
shannon,The Perfect Stranger,Megan Miranda,OL20052455W,OL27232475M
shannon,My Wife is Missing,D.J.  Palmer,OL25957868W,OL35034909M
shannon,Book Lovers,Emily Henry,OL24801992W,
shannon,The Switch,Beth O'Leary,OL20742467W,
